10 10
1 1
10 11
10 10
12 12
1 1
1 1
13 11
11 10
11 11
10 10
12 12
12 12
10 10
10 1
11 11
12 13
1 1
1 1
1 1
12 11
2 1
12 1
10 10
12 12
12 12
2 1
1 1
10 11
10 10
11 10
12 12
9 9
1 1
12 12
10 10
10 9
12 12
12 12
3 11
3 2
11 3
12 12
12 11
2 1
12 12
1 1
2 2
12 11
9 1
12 12
11 11
12 12
11 11
11 10
4 10
1 1
1 10
11 10
1 2
11 11
12 12
10 3
11 11
12 12
10 10
10 11
12 12
1 1
1 1
1 1
9 10
1 1
10 11
1 1
12 12
2 2
10 11
1 1
9 11
1 1
10 10
12 12
11 11
1 1
1 2
1 11
4 1
10 11
10 12
3 3
10 11
10 10
9 13
3 10
10 10
2 2
11 12
12 1
12 12
11 10
12 11
12 11
12 12
9 9
12 12
1 1
12 12
10 12
10 11
11 12
10 10
12 12
1 1
11 11
2 2
10 10
12 12
11 12
11 11
9 10
4 10
2 1
11 10
1 1
12 12
10 11
1 1
10 9
9 11
1 4
1 1
10 3
12 12
10 11
2 1
12 11
1 1
10 11
10 11
