1 1
12 11
1 1
10 10
1 4
12 12
12 12
4 1
1 1
10 10
10 11
2 2
1 1
12 12
12 12
12 11
2 2
10 11
1 1
10 11
11 11
1 1
2 1
10 9
11 11
9 10
12 12
1 1
10 10
12 12
1 1
12 12
11 11
12 12
9 10
12 12
10 10
1 1
3 3
12 12
1 1
11 12
9 9
9 10
1 1
12 12
12 12
12 12
2 1
11 12
10 11
10 12
10 10
1 1
11 10
1 1
12 12
2 1
10 9
1 1
1 1
10 11
1 1
1 1
11 11
1 1
12 11
11 10
11 10
11 12
1 1
1 2
11 12
10 11
10 10
1 1
10 11
10 10
9 9
12 12
10 10
12 12
11 11
13 11
1 1
12 12
11 10
3 3
10 10
1 1
12 12
12 12
11 11
2 1
10 10
10 10
12 12
2 2
10 10
10 11
12 12
11 12
12 12
12 11
12 12
11 11
10 11
12 11
2 1
1 1
10 10
12 12
10 11
1 1
11 11
3 2
10 11
1 1
10 11
10 10
12 13
12 1
2 2
11 10
12 12
12 12
11 11
1 1
11 11
