0.6 0.55 0.48
0.6 0.7 0.36
0.62 0.5 0.44
0.5 0.4 0.42
0.59 0.5 0.29
nan 0.56 0.43
0.73 0.5 0.38
0.56 0.5 0.55
0.69 1.0 0.66
0.61 0.6 0.55
0.57 0.6 0.47
0.58 0.5 0.5
0.51 0.5 0.45
0.62 0.6 0.5
0.5 0.4 0.45
0.45 0.35 0.5
0.5 0.4 0.5
0.57 0.55 0.6
0.89 1.0 0.77
0.86 1.0 0.69
0.62 0.6 0.4
0.61 0.55 0.34
0.74 0.6 0.41
nan 1.0 0.68
0.51 0.5 0.4
nan 0.4 0.38
0.57 0.7 0.49
0.62 0.55 0.31
0.65 0.7 0.49
0.58 0.61 0.4
nan 0.6 0.47
0.49 0.55 0.38
0.5 0.4 0.37
0.5 nan 0.5
0.6 0.7 0.4
0.56 0.6 0.51
0.52 0.5 0.46
0.63 0.7 0.36
0.68 0.6 0.42
nan 0.5 0.37
0.66 0.6 0.36
0.61 0.35 0.44
0.5 0.5 0.48
0.52 nan 0.44
0.82 0.6 0.58
0.62 0.4 0.28
0.69 1.0 0.68
0.58 0.4 0.35
0.51 0.5 0.46
0.67 0.5 0.48
0.62 0.5 0.51
0.59 0.7 0.5
nan 0.7 0.5
nan 0.5 0.49
nan 0.4 0.26
nan 1.0 0.7
0.59 0.5 0.41
0.49 0.5 0.49
0.58 0.6 0.68
0.61 0.7 0.7
0.51 0.35 0.27
0.5 0.4 0.46
0.61 0.7 0.37
0.5 0.5 0.36
0.51 0.6 0.5
0.66 0.55 0.39
0.6 0.4 0.29
0.56 0.4 0.42
0.65 0.5 0.33
0.61 0.5 0.48
0.56 0.4 0.51
0.64 0.6 0.5
0.69 1.0 0.61
0.6 0.8 0.61
0.75 0.6 0.53
0.4 0.6 0.34
0.5 0.5 0.37
0.51 0.4 0.42
0.59 0.8 0.48
0.56 0.4 0.39
0.67 0.55 0.5
0.59 0.7 0.5
0.58 0.6 0.52
0.5 0.5 0.5
0.51 0.4 0.49
0.63 0.5 0.49
0.5 0.5 0.41
0.56 0.55 0.54
0.51 0.35 0.37
0.62 0.7 0.4
nan 0.5 0.47
0.51 0.51 0.38
nan 0.5 0.39
0.51 0.5 0.51
0.57 nan 0.56
0.59 0.7 0.63
0.54 0.6 0.51
0.6 0.5 0.39
0.5 0.5 0.49
0.59 0.35 0.45
0.62 0.6 0.49
0.61 0.51 0.49
0.59 0.5 0.41
0.49 0.5 nan
0.67 0.5 0.42
0.51 0.55 0.49
nan 0.5 0.49
0.49 0.4 0.5
0.5 0.5 0.49
0.58 0.6 0.54
0.57 0.6 0.5
0.58 0.5 0.5
0.51 0.5 0.37
0.7 1.0 0.68
0.5 0.5 0.5
0.57 0.5 0.46
