11 12
1 1
11 11
2 1
12 12
1 11
1 1
1 1
1 1
11 11
1 1
10 10
1 1
11 11
10 12
3 1
1 1
12 12
12 12
12 12
11 11
10 10
11 11
12 12
12 12
12 12
12 12
10 10
11 11
12 12
1 12
1 1
1 2
12 12
11 11
1 1
2 2
1 1
12 12
1 1
10 10
2 1
12 11
12 12
6 1
13 12
1 1
12 12
2 2
12 12
1 1
12 11
11 11
10 11
1 1
12 12
1 1
11 11
12 12
12 12
3 1
12 12
1 1
12 12
11 11
1 1
12 12
10 10
2 1
10 10
1 1
12 12
12 12
12 12
12 12
12 12
3 1
1 1
1 1
1 1
11 11
12 12
10 10
2 2
2 2
1 1
12 12
12 12
1 1
1 1
12 11
1 2
10 12
12 12
11 11
1 12
11 11
10 11
1 1
12 12
12 12
12 12
12 12
11 11
1 1
10 11
12 12
1 1
12 11
11 11
12 11
1 1
1 1
12 12
12 12
12 11
