143 176 180
269 265 256
200 192 198
158 221 203
230 235 245
169 227 225
190 205 202
198 157 158
203 230 239
202 227 224
193 197 201
190 200 206
91 100 122
269 255 264
237 132 226
180 167 175
230 235 251
253 193 195
229 187 180
230 144 247
227 205 205
181 129 180
180 180 155
196 173 231
158 180 174
156 155 180
253 209 201
222 110 240
214 222 220
233 250 252
142 131 207
190 130 154
202 231 236
224 233 267
230 235 251
0 270 270
230 228 270
235 228 242
0 192 180
270 269 269
270 270 271
203 226 228
227 206 267
191 203 204
269 262 249
214 207 193
228 212 235
230 231 227
269 264 203
229 188 180
189 172 180
238 234 238
254 264 270
230 237 249
230 224 270
168 184 180
230 231 191
231 223 270
227 185 249
146 169 181
265 199 252
189 212 222
263 192 204
257 262 270
237 232 237
90 105 230
269 270 180
269 252 180
255 262 270
254 209 199
197 230 242
180 181 180
194 191 206
201 257 248
181 237 175
228 197 180
257 270 270
197 212 224
195 236 233
269 265 270
193 207 202
137 113 138
198 224 211
198 251 226
188 191 222
186 156 181
257 270 251
180 180 198
269 270 269
0 181 196
231 197 180
190 212 201
194 207 225
251 233 236
269 269 269
269 255 266
193 211 225
229 190 180
269 270 0
200 208 251
227 207 201
223 210 236
229 207 197
168 229 226
196 154 157
180 195 200
230 188 180
180 193 180
198 223 187
225 207 209
200 208 249
192 209 224
105 133 177
229 207 209
194 163 182
227 246 180
180 179 180
197 209 249
197 155 188
235 265 249
198 229 252
200 187 180
189 238 241
229 228 270
227 210 247
230 131 221
230 254 258
229 232 191
180 129 181
193 238 241
156 167 180
212 208 231
199 251 228
