23 20
344 359
58 72
329 0
12 16
341 339
339 329
331 342
340 328
22 17
333 322
344 348
36 32
17 21
307 281
25 26
13 14
65 54
295 302
343 339
11 15
345 337
55 72
31 29
13 14
306 280
31 22
345 345
32 30
342 345
319 327
334 325
297 299
12 47
360 344
296 281
32 26
16 22
338 331
281 297
50 53
345 13
28 359
13 14
25 21
281 298
284 26
23 20
270 360
339 328
282 277
350 360
349 334
25 20
350 360
37 42
37 27
303 278
20 341
300 281
17 20
61 51
25 20
286 270
304 279
26 17
25 318
325 279
317 302
341 330
38 51
48 71
39 45
35 41
346 9
282 283
323 316
33 37
351 359
42 40
333 1
36 40
327 360
341 13
339 328
348 345
331 339
21 30
318 300
342 344
347 344
21 31
4 15
322 280
17 13
270 343
21 12
298 281
29 33
25 281
327 332
9 359
53 52
344 317
360 338
351 360
318 308
307 301
20 1
326 280
271 341
332 320
320 326
347 345
345 360
301 300
270 311
12 8
343 330
22 360
346 360
15 26
22 16
331 339
295 303
330 337
326 319
21 14
341 334
13 6
65 53
13 27
8 16
12 18
28 24
16 12
325 324
339 336
296 296
