206 195
233 235
270 269
213 228
100 91
179 180
255 248
253 232
206 233
251 246
176 127
157 147
271 270
197 191
189 187
270 270
187 200
229 236
230 233
227 234
230 232
204 213
201 270
269 270
190 249
261 254
175 180
161 174
262 255
202 211
192 193
253 270
253 250
253 270
180 187
244 270
112 91
257 265
191 201
180 180
225 189
181 180
224 198
156 173
228 222
228 222
152 157
270 271
199 190
187 193
227 222
180 180
98 100
180 180
197 189
228 101
197 211
196 207
197 190
190 189
157 158
237 249
253 271
199 191
210 222
158 140
228 211
235 239
193 192
208 194
192 231
180 197
268 249
208 195
197 191
194 196
168 172
192 194
143 142
153 146
151 151
272 269
269 270
143 143
175 169
195 199
225 202
206 197
228 230
157 155
250 251
209 248
157 155
209 223
252 245
237 213
186 213
181 193
180 180
223 214
155 111
230 236
198 203
151 150
196 180
236 236
200 203
173 168
202 211
214 212
249 235
252 256
157 96
107 99
180 210
194 193
195 191
158 138
220 222
158 140
188 189
180 180
188 129
213 227
159 167
236 270
197 210
192 193
228 222
190 190
252 98
199 194
180 196
203 196
249 264
223 230
193 180
142 142
257 246
270 269
180 192
207 201
180 200
