1 3 6
12 12 10
12 12 12
12 12 12
11 10 12
12 10 10
3 3 10
11 12 11
11 1 6
12 11 12
12 2 10
1 3 2
12 12 1
12 2 1
12 11 12
11 1 12
11 11 11
2 1 12
12 11 10
11 11 12
12 11 1
9 3 1
11 10 12
10 9 12
9 9 12
12 10 1
1 1 12
11 11 12
3 11 6
11 12 1
12 3 12
2 1 12
3 2 6
11 10 12
10 10 12
10 10 11
2 10 1
11 11 12
12 3 12
10 12 1
12 2 12
10 12 12
10 2 12
1 4 12
11 12 12
2 10 1
11 12 11
2 12 1
11 12 12
12 12 12
11 11 11
10 3 1
12 12 12
10 3 10
1 3 1
12 1 12
2 3 1
9 11 11
12 12 1
2 2 1
12 1 12
9 9 10
2 3 3
1 12 10
12 1 12
12 12 12
2 12 12
3 12 1
1 1 1
11 9 12
11 10 12
11 11 12
3 1 9
10 1 12
12 11 1
1 2 1
12 1 1
1 12 12
4 3 10
12 12 12
1 1 1
12 12 12
12 11 10
9 12 10
11 12 11
11 12 11
12 12 4
2 1 12
12 12 12
1 0 12
12 11 12
2 12 12
10 9 1
1 2 12
1 4 12
2 2 3
12 10 12
12 12 10
1 1 1
1 3 1
1 1 1
10 3 1
10 12 11
9 1 1
9 12 10
1 11 12
12 10 12
1 1 6
11 11 12
12 12 12
9 9 10
1 1 12
1 1 12
3 2 1
10 12 11
10 11 11
12 3 2
12 11 12
12 2 11
12 12 12
11 10 12
9 10 2
1 9 12
10 3 5
1 0 1
12 12 10
2 3 2
1 1 4
12 12 11
4 4 6
2 11 10
12 11 10
1 12 12
9 9 9
12 12 1
12 1 12
11 10 12
12 12 10
12 12 1
12 1 11
12 11 12
